timestamp,open,close,high,low,volume
2020-07-14 11:35:00-04:00,316.050,315.870,316.180,315.850,38341
2020-07-14 11:40:00-04:00,315.830,316.380,316.420,315.805,27457
2020-07-14 11:45:00-04:00,316.440,316.251,316.660,315.950,86829
2020-07-14 11:50:00-04:00,316.240,315.850,316.390,315.850,28661
2020-07-14 11:55:00-04:00,315.870,316.010,316.040,315.721,24601
2020-07-14 12:00:00-04:00,316.010,316.141,316.141,315.800,16043
2020-07-14 12:05:00-04:00,316.110,315.450,316.130,315.360,22156
2020-07-14 12:10:00-04:00,315.450,315.540,315.720,315.450,27063
2020-07-14 12:15:00-04:00,315.500,316.280,316.340,315.460,30300
2020-07-14 12:20:00-04:00,316.180,316.340,316.610,316.170,15827
2020-07-14 12:25:00-04:00,316.340,315.900,316.340,315.840,14071
2020-07-14 12:30:00-04:00,315.990,315.890,316.210,315.830,22410
2020-07-14 12:35:00-04:00,316.075,316.140,316.250,315.985,19123
2020-07-14 12:40:00-04:00,316.140,315.650,316.230,315.600,12373
2020-07-14 12:45:00-04:00,315.840,316.250,316.315,315.820,7842
2020-07-14 12:50:00-04:00,316.230,315.670,316.240,315.650,9229
2020-07-14 12:55:00-04:00,315.660,315.310,315.720,315.160,34836
2020-07-14 13:00:00-04:00,315.420,314.975,315.420,314.910,18946
2020-07-14 13:05:00-04:00,314.960,314.670,315.200,314.560,25815
2020-07-14 13:10:00-04:00,314.560,315.090,315.100,314.560,8966
2020-07-14 13:15:00-04:00,315.250,315.170,315.370,315.080,15160
2020-07-14 13:20:00-04:00,315.150,315.510,315.630,315.150,15822
2020-07-14 13:25:00-04:00,315.530,315.520,315.740,315.480,10612
2020-07-14 13:30:00-04:00,315.540,315.920,315.960,315.490,6665
2020-07-14 13:35:00-04:00,315.930,316.210,316.260,315.870,17030
2020-07-14 13:40:00-04:00,316.270,316.440,316.470,316.170,21241
2020-07-14 13:45:00-04:00,316.460,316.530,316.640,316.360,38048
2020-07-14 13:50:00-04:00,316.500,316.850,316.945,316.420,53039
2020-07-14 13:55:00-04:00,316.880,316.300,316.980,315.750,100462
2020-07-14 14:00:00-04:00,316.410,316.920,317.240,315.920,89319
2020-07-14 14:05:00-04:00,316.935,316.649,316.970,316.380,53682
2020-07-14 14:10:00-04:00,316.700,316.855,316.865,316.550,28382
2020-07-14 14:15:00-04:00,316.920,317.290,317.435,316.780,79574
2020-07-14 14:20:00-04:00,317.330,317.480,317.650,317.230,31685
2020-07-14 14:25:00-04:00,317.490,317.230,317.550,317.110,30746
2020-07-14 14:30:00-04:00,317.350,317.140,317.470,317.130,38796
2020-07-14 14:35:00-04:00,317.250,316.720,317.350,316.720,71518
2020-07-14 14:40:00-04:00,316.800,316.990,316.990,316.640,15699
2020-07-14 14:45:00-04:00,316.960,316.520,317.275,316.470,23350
2020-07-14 14:50:00-04:00,316.520,317.100,317.110,316.520,13184
2020-07-14 14:55:00-04:00,316.940,317.380,317.620,316.850,19149
2020-07-14 15:00:00-04:00,317.415,316.410,317.560,316.330,39046
2020-07-14 15:05:00-04:00,316.460,316.470,316.790,316.310,73461
2020-07-14 15:10:00-04:00,316.470,316.340,316.770,316.110,62035
2020-07-14 15:15:00-04:00,316.320,316.200,316.355,315.770,80954
2020-07-14 15:20:00-04:00,316.210,317.180,317.250,316.160,44022
2020-07-14 15:25:00-04:00,317.170,317.350,317.520,317.120,54453
2020-07-14 15:30:00-04:00,317.320,317.520,317.710,317.210,54627
2020-07-14 15:35:00-04:00,317.530,317.715,317.775,317.210,77838
2020-07-14 15:40:00-04:00,317.700,317.930,318.090,317.630,61799
2020-07-14 15:45:00-04:00,317.920,318.440,318.580,317.860,153176
2020-07-14 15:50:00-04:00,318.470,319.075,319.300,318.445,292626
2020-07-14 15:55:00-04:00,319.060,318.890,319.250,318.810,332433
2020-07-14 16:00:00-04:00,318.890,318.640,318.910,318.620,23472
2020-07-14 16:05:00-04:00,318.620,318.730,318.790,318.450,23457
2020-07-14 16:10:00-04:00,318.780,318.400,318.780,318.400,39726
2020-07-14 16:15:00-04:00,318.510,318.510,318.510,318.510,500
2020-07-14 16:25:00-04:00,318.431,318.431,318.431,318.431,200
2020-07-14 16:30:00-04:00,318.580,318.490,318.580,318.380,8891
2020-07-14 16:35:00-04:00,318.510,318.310,318.510,318.310,680
2020-07-14 16:40:00-04:00,318.550,318.570,318.570,318.550,1757
2020-07-14 16:45:00-04:00,318.570,318.560,318.600,318.560,4136
2020-07-14 16:50:00-04:00,318.620,318.620,318.620,318.620,400
2020-07-14 16:55:00-04:00,318.530,318.480,318.540,318.480,2202
2020-07-14 17:00:00-04:00,318.750,319.670,319.860,318.750,7231
2020-07-14 17:05:00-04:00,320.060,321.120,321.460,320.060,8723
2020-07-14 17:10:00-04:00,321.010,320.350,321.010,320.350,672
2020-07-14 17:15:00-04:00,320.730,321.100,321.530,320.640,3000
2020-07-14 17:20:00-04:00,321.150,321.420,321.420,321.150,649
2020-07-14 17:25:00-04:00,321.500,321.330,321.500,321.330,1654
2020-07-14 17:55:00-04:00,320.600,320.830,320.830,320.600,957
2020-07-14 18:00:00-04:00,320.730,321.220,321.370,320.730,3880
2020-07-14 18:05:00-04:00,321.250,320.860,321.300,320.860,2809
2020-07-14 18:15:00-04:00,321.150,321.150,321.150,321.150,900
2020-07-14 18:20:00-04:00,321.220,321.220,321.220,321.220,515
2020-07-14 18:25:00-04:00,321.400,321.400,321.400,321.400,500
2020-07-14 18:30:00-04:00,321.300,321.300,321.300,321.300,500
2020-07-14 18:45:00-04:00,321.550,321.550,321.550,321.550,1000
2020-07-14 18:55:00-04:00,321.350,321.350,321.350,321.350,500
2020-07-15 07:00:00-04:00,321.940,321.999,321.999,321.940,2400
2020-07-15 07:05:00-04:00,322.270,322.620,322.620,322.240,1000
2020-07-15 07:10:00-04:00,322.470,322.800,322.800,322.400,3200
2020-07-15 07:15:00-04:00,322.510,322.560,322.560,322.510,1000
2020-07-15 07:20:00-04:00,322.660,322.340,322.700,322.340,3500
2020-07-15 07:30:00-04:00,322.540,322.600,322.600,322.350,7000
2020-07-15 07:35:00-04:00,322.540,322.630,322.630,322.540,1300
2020-07-15 07:45:00-04:00,322.700,322.700,322.700,322.700,500
2020-07-15 08:00:00-04:00,322.910,322.770,322.950,322.600,5200
2020-07-15 08:05:00-04:00,322.800,322.900,323.020,322.800,3448
2020-07-15 08:10:00-04:00,323.060,322.980,323.060,322.980,900
2020-07-15 08:15:00-04:00,322.820,322.760,322.820,322.760,2350
2020-07-15 08:20:00-04:00,322.740,323.010,323.010,322.740,4920
2020-07-15 08:25:00-04:00,322.980,322.720,322.990,322.720,3200
2020-07-15 08:30:00-04:00,322.790,323.000,323.000,322.790,200
2020-07-15 08:35:00-04:00,323.000,323.000,323.000,323.000,500
2020-07-15 08:40:00-04:00,322.990,322.940,323.000,322.910,2450
2020-07-15 08:45:00-04:00,322.900,323.190,323.250,322.900,12765
2020-07-15 08:50:00-04:00,323.240,323.220,323.390,323.140,24910
2020-07-15 08:55:00-04:00,323.200,323.070,323.200,323.070,4613
2020-07-15 09:00:00-04:00,323.250,323.110,323.250,323.110,2115
2020-07-15 09:05:00-04:00,322.740,322.530,322.750,322.410,5708
2020-07-15 09:10:00-04:00,322.630,322.710,322.710,322.630,1271
2020-07-15 09:15:00-04:00,322.670,322.670,322.680,322.650,1500
2020-07-15 09:20:00-04:00,322.820,322.450,322.820,322.450,4740
2020-07-15 09:25:00-04:00,322.550,322.360,322.640,322.360,6005
2020-07-15 09:30:00-04:00,322.410,322.230,322.620,322.060,103869
2020-07-15 09:35:00-04:00,322.210,321.440,322.460,321.240,101228
2020-07-15 09:40:00-04:00,321.450,322.430,322.430,321.390,88061
2020-07-15 09:45:00-04:00,322.450,322.360,322.530,322.120,100652
2020-07-15 09:50:00-04:00,322.370,322.220,322.469,321.680,54051
2020-07-15 09:55:00-04:00,322.250,321.850,322.470,321.655,106473
2020-07-15 10:00:00-04:00,321.950,321.270,322.150,321.141,74030
2020-07-15 10:05:00-04:00,321.250,321.560,321.965,321.250,54518
2020-07-15 10:10:00-04:00,321.670,321.580,321.790,321.260,47270
2020-07-15 10:15:00-04:00,321.635,321.950,321.980,321.390,71587
2020-07-15 10:20:00-04:00,322.010,322.190,322.380,322.010,30564
2020-07-15 10:25:00-04:00,322.190,322.470,322.500,322.190,40949
2020-07-15 10:30:00-04:00,322.500,322.540,322.750,322.400,68884
2020-07-15 10:35:00-04:00,322.530,322.780,322.940,322.520,67567
2020-07-15 10:40:00-04:00,322.790,322.970,323.005,322.710,65631
2020-07-15 10:45:00-04:00,322.980,322.885,323.030,322.680,66740
2020-07-15 10:50:00-04:00,322.895,322.530,322.980,322.530,43342
2020-07-15 10:55:00-04:00,322.510,322.160,322.680,322.160,52151
2020-07-15 11:00:00-04:00,322.250,321.440,322.430,321.360,151905
2020-07-15 11:05:00-04:00,321.460,321.470,321.700,321.000,84185
2020-07-15 11:10:00-04:00,321.450,321.660,321.710,321.340,23813
2020-07-15 11:15:00-04:00,321.660,321.330,321.680,321.080,38984
2020-07-15 11:20:00-04:00,321.325,320.930,321.455,320.570,62004
2020-07-15 11:25:00-04:00,320.920,321.700,321.790,320.840,28682
2020-07-15 11:30:00-04:00,321.710,321.500,321.800,321.500,27677
2020-07-15 11:35:00-04:00,321.490,320.782,321.660,320.750,33973
2020-07-15 11:40:00-04:00,320.650,320.850,321.090,320.450,45760
2020-07-15 11:45:00-04:00,320.740,320.260,320.840,320.050,62198
2020-07-15 11:50:00-04:00,320.210,320.790,320.790,320.210,182365
