timestamp,open,close,high,low,volume
2020-07-07 10:45:00-04:00,5.140,5.185,5.185,5.140,300
2020-07-07 10:50:00-04:00,5.190,5.190,5.190,5.190,100
2020-07-07 11:00:00-04:00,5.200,5.200,5.200,5.200,530
2020-07-07 11:05:00-04:00,5.200,5.200,5.200,5.200,100
2020-07-07 11:10:00-04:00,5.200,5.200,5.200,5.200,100
2020-07-07 11:15:00-04:00,5.200,5.200,5.200,5.200,300
2020-07-07 11:20:00-04:00,5.200,5.200,5.200,5.200,300
2020-07-07 11:25:00-04:00,5.200,5.200,5.200,5.200,400
2020-07-07 11:30:00-04:00,5.200,5.210,5.210,5.200,300
2020-07-07 11:40:00-04:00,5.230,5.230,5.230,5.230,100
2020-07-07 11:45:00-04:00,5.210,5.210,5.210,5.210,200
2020-07-07 11:55:00-04:00,5.215,5.250,5.250,5.215,1730
2020-07-07 13:05:00-04:00,5.190,5.190,5.190,5.190,100
2020-07-07 13:10:00-04:00,5.190,5.190,5.190,5.190,100
2020-07-07 13:30:00-04:00,5.180,5.200,5.200,5.180,200
2020-07-07 13:45:00-04:00,5.195,5.195,5.195,5.195,100
2020-07-07 13:50:00-04:00,5.210,5.210,5.210,5.210,500
2020-07-07 14:05:00-04:00,5.210,5.210,5.210,5.210,100
2020-07-07 14:15:00-04:00,5.190,5.160,5.190,5.160,500
2020-07-07 14:20:00-04:00,5.180,5.180,5.180,5.180,100
2020-07-07 14:30:00-04:00,5.180,5.180,5.180,5.180,100
2020-07-07 14:35:00-04:00,5.145,5.145,5.145,5.145,290
2020-07-07 15:10:00-04:00,5.145,5.150,5.150,5.145,397
2020-07-07 15:15:00-04:00,5.160,5.160,5.160,5.160,100
2020-07-07 15:20:00-04:00,5.140,5.130,5.140,5.130,200
2020-07-07 15:25:00-04:00,5.160,5.160,5.160,5.160,200
2020-07-07 15:35:00-04:00,5.135,5.130,5.135,5.130,400
2020-07-07 15:40:00-04:00,5.140,5.140,5.140,5.140,100
2020-07-07 15:50:00-04:00,5.110,5.110,5.110,5.110,102
2020-07-07 15:55:00-04:00,5.120,5.110,5.130,5.110,505
2020-07-08 10:15:00-04:00,5.070,5.070,5.070,5.070,130
2020-07-08 10:30:00-04:00,5.000,4.990,5.000,4.990,347
2020-07-08 10:35:00-04:00,4.990,5.000,5.000,4.990,309
2020-07-08 10:45:00-04:00,4.950,4.950,4.950,4.950,200
2020-07-08 10:50:00-04:00,4.960,4.960,4.960,4.960,120
2020-07-08 10:55:00-04:00,5.000,5.000,5.000,5.000,200
2020-07-08 11:10:00-04:00,5.010,5.000,5.010,5.000,925
2020-07-08 11:15:00-04:00,4.980,4.980,4.980,4.980,100
2020-07-08 11:20:00-04:00,4.970,4.970,4.970,4.970,100
2020-07-08 11:40:00-04:00,5.050,5.050,5.050,5.050,100
2020-07-08 12:05:00-04:00,5.040,5.040,5.040,5.040,100
2020-07-08 12:35:00-04:00,5.050,5.020,5.050,5.020,200
2020-07-08 13:15:00-04:00,4.970,4.960,4.970,4.960,200
2020-07-08 13:20:00-04:00,4.980,4.990,4.990,4.980,300
2020-07-08 14:40:00-04:00,4.970,4.960,4.970,4.950,400
2020-07-08 14:45:00-04:00,4.970,4.970,4.970,4.970,100
2020-07-08 15:15:00-04:00,4.980,4.980,4.980,4.980,100
2020-07-08 15:20:00-04:00,4.980,4.980,4.980,4.980,100
2020-07-08 15:35:00-04:00,4.940,4.955,4.960,4.940,400
2020-07-08 15:40:00-04:00,4.970,4.970,4.970,4.970,140
2020-07-08 15:50:00-04:00,4.985,4.985,4.985,4.985,100
2020-07-08 15:55:00-04:00,4.990,4.990,4.990,4.990,100
2020-07-09 09:50:00-04:00,4.970,4.970,4.970,4.970,100
2020-07-09 10:30:00-04:00,4.960,4.955,4.960,4.955,200
2020-07-09 10:50:00-04:00,4.870,4.870,4.870,4.870,100
2020-07-09 10:55:00-04:00,4.830,4.830,4.830,4.830,100
2020-07-09 13:00:00-04:00,4.815,4.815,4.815,4.815,100
2020-07-09 13:10:00-04:00,4.840,4.840,4.840,4.840,1600
2020-07-09 13:35:00-04:00,4.800,4.800,4.800,4.800,111
2020-07-09 14:00:00-04:00,4.800,4.800,4.800,4.800,200
2020-07-09 14:05:00-04:00,4.815,4.845,4.850,4.815,300
2020-07-09 14:10:00-04:00,4.850,4.855,4.855,4.850,250
2020-07-09 14:15:00-04:00,4.855,4.855,4.855,4.855,100
2020-07-09 14:20:00-04:00,4.855,4.830,4.860,4.830,411
2020-07-09 14:25:00-04:00,4.825,4.825,4.825,4.825,200
2020-07-09 14:30:00-04:00,4.825,4.825,4.825,4.825,300
2020-07-09 14:35:00-04:00,4.830,4.840,4.840,4.830,400
