timestamp,open,close,high,low,volume
2020-07-02 14:10:00-04:00,2.520,2.520,2.520,2.520,100
2020-07-06 10:15:00-04:00,2.450,2.450,2.450,2.450,100
2020-07-06 10:45:00-04:00,2.450,2.450,2.450,2.450,100
2020-07-06 12:05:00-04:00,2.380,2.380,2.380,2.380,100
2020-07-06 13:15:00-04:00,2.390,2.390,2.390,2.390,100
2020-07-06 13:25:00-04:00,2.390,2.390,2.390,2.390,100
2020-07-06 13:30:00-04:00,2.380,2.380,2.380,2.380,100
2020-07-06 13:45:00-04:00,2.380,2.340,2.380,2.340,451
2020-07-06 13:50:00-04:00,2.320,2.320,2.320,2.320,100
2020-07-06 14:15:00-04:00,2.380,2.380,2.380,2.380,100
2020-07-06 15:05:00-04:00,2.375,2.375,2.375,2.375,1700
2020-07-06 15:50:00-04:00,2.360,2.370,2.370,2.360,400
2020-07-07 09:45:00-04:00,2.340,2.340,2.340,2.340,1100
2020-07-07 10:20:00-04:00,2.300,2.300,2.300,2.300,100
2020-07-07 10:25:00-04:00,2.280,2.280,2.280,2.280,100
2020-07-07 10:55:00-04:00,2.290,2.290,2.290,2.290,300
2020-07-07 11:00:00-04:00,2.300,2.300,2.300,2.300,700
2020-07-07 11:25:00-04:00,2.280,2.290,2.290,2.280,200
2020-07-07 12:10:00-04:00,2.300,2.300,2.300,2.300,400
2020-07-07 12:15:00-04:00,2.300,2.300,2.300,2.300,100
2020-07-07 12:25:00-04:00,2.290,2.290,2.290,2.290,100
2020-07-07 12:30:00-04:00,2.300,2.300,2.300,2.300,500
2020-07-07 12:35:00-04:00,2.300,2.300,2.300,2.300,500
2020-07-07 13:00:00-04:00,2.290,2.290,2.290,2.290,100
2020-07-07 13:05:00-04:00,2.290,2.290,2.290,2.290,100
2020-07-07 13:10:00-04:00,2.290,2.290,2.290,2.290,100
2020-07-07 13:20:00-04:00,2.300,2.300,2.300,2.300,300
2020-07-07 13:30:00-04:00,2.300,2.300,2.300,2.300,200
2020-07-07 13:50:00-04:00,2.300,2.300,2.300,2.300,300
2020-07-07 14:15:00-04:00,2.300,2.300,2.300,2.300,200
2020-07-07 14:35:00-04:00,2.290,2.290,2.290,2.290,305
2020-07-07 14:45:00-04:00,2.290,2.290,2.290,2.290,109
2020-07-07 14:55:00-04:00,2.280,2.280,2.280,2.280,100
2020-07-07 15:00:00-04:00,2.280,2.280,2.280,2.280,100
2020-07-07 15:55:00-04:00,2.280,2.280,2.280,2.260,600
2020-07-08 11:05:00-04:00,2.315,2.315,2.315,2.315,400
2020-07-08 11:40:00-04:00,2.310,2.310,2.310,2.310,186
2020-07-08 12:35:00-04:00,2.305,2.310,2.310,2.305,600
2020-07-08 12:45:00-04:00,2.310,2.310,2.310,2.310,100
