timestamp,open,close,high,low,volume
2020-07-10 15:00:00-04:00,4.320,4.325,4.325,4.320,200
2020-07-10 15:10:00-04:00,4.330,4.330,4.330,4.330,200
2020-07-10 15:15:00-04:00,4.325,4.325,4.325,4.325,100
2020-07-10 15:20:00-04:00,4.325,4.325,4.325,4.325,100
2020-07-10 15:25:00-04:00,4.320,4.330,4.330,4.320,201
2020-07-10 15:30:00-04:00,4.330,4.315,4.330,4.315,300
2020-07-10 15:35:00-04:00,4.320,4.305,4.320,4.305,1519
2020-07-10 15:40:00-04:00,4.305,4.340,4.340,4.305,967
2020-07-10 15:45:00-04:00,4.340,4.335,4.340,4.335,200
2020-07-10 15:50:00-04:00,4.330,4.345,4.350,4.320,810
2020-07-10 15:55:00-04:00,4.345,4.345,4.350,4.345,558
2020-07-13 09:30:00-04:00,4.460,4.450,4.460,4.450,200
2020-07-13 09:35:00-04:00,4.470,4.450,4.500,4.450,836
2020-07-13 09:40:00-04:00,4.450,4.440,4.450,4.440,300
2020-07-13 09:45:00-04:00,4.430,4.480,4.480,4.430,201
2020-07-13 09:50:00-04:00,4.490,4.505,4.505,4.480,800
2020-07-13 09:55:00-04:00,4.505,4.490,4.505,4.490,725
2020-07-13 10:00:00-04:00,4.490,4.505,4.505,4.490,900
2020-07-13 10:05:00-04:00,4.505,4.505,4.505,4.505,200
2020-07-13 10:10:00-04:00,4.480,4.470,4.480,4.470,200
2020-07-13 10:15:00-04:00,4.450,4.455,4.455,4.450,600
2020-07-13 10:20:00-04:00,4.450,4.450,4.450,4.450,205
2020-07-13 10:30:00-04:00,4.480,4.490,4.490,4.480,800
2020-07-13 10:40:00-04:00,4.435,4.440,4.440,4.435,1340
2020-07-13 10:45:00-04:00,4.435,4.435,4.435,4.435,200
2020-07-13 10:55:00-04:00,4.440,4.435,4.440,4.435,500
2020-07-13 11:00:00-04:00,4.440,4.440,4.440,4.440,452
2020-07-13 11:05:00-04:00,4.470,4.450,4.470,4.450,708
2020-07-13 11:10:00-04:00,4.455,4.455,4.455,4.455,100
2020-07-13 11:20:00-04:00,4.505,4.510,4.510,4.505,840
2020-07-13 11:30:00-04:00,4.505,4.505,4.505,4.505,100
2020-07-13 11:35:00-04:00,4.500,4.500,4.500,4.500,268
2020-07-13 11:40:00-04:00,4.515,4.515,4.515,4.515,106
